code,tên bệnh VI,tên bệnh EN,synonym
Y01,Tấn công bằng đẩy từ chỗ cao,Assault by pushing from high place,tan cong bang day tu cho cao
Y02,Tấn công bằng đẩy hay đặt nạn nhân trước vật đang chuyển động,Assault by pushing or placing victim before moving object,tan cong bang day hay dat nan nhan truoc vat dang chuyen dong
Y03,Tấn công bằng đâm xe động cơ,Assault by crashing of motor vehicle,tan cong bang dam xe dong co
Y04,Tấn công bằng sức cơ thể,Assault by bodily force,tan cong bang suc co the
Y05,Tấn công tình dục bằng sức người,Sexual assault by bodily force,tan cong tinh duc bang suc nguoi
Y06,Cẩu thả hay bỏ rơi,Neglect and abandonment,cau tha hay bo roi
Y06.0,Do vợ - chồng hay người cộng tác,By spouse or partner,cau tha hay bo roi | cẩu thả hay bỏ rơi | do vo - chong hay nguoi cong tac
Y06.1,Do cha mẹ,By parent,cau tha hay bo roi | cẩu thả hay bỏ rơi | do cha me
Y06.2,Do người quen hay bạn,By acquaintance or friend,cau tha hay bo roi | cẩu thả hay bỏ rơi | do nguoi quen hay ban
Y06.8,"Do người khác, biết rõ đặc điểm",By other specified persons,"cau tha hay bo roi | cẩu thả hay bỏ rơi | do nguoi khac, biet ro dac diem"
Y06.9,"Do người khác, không biết rõ đặc điểm",By unspecified person,"cau tha hay bo roi | cẩu thả hay bỏ rơi | do nguoi khac, khong biet ro dac diem"
Y07,Các hội chứng hành hạ khác,Other maltreatment syndromes,cac hoi chung hanh ha khac
Y07.0,Do vợ - chồng hay người cộng tác,By spouse or partner,cac hoi chung hanh ha khac | các hội chứng hành hạ khác | do vo - chong hay nguoi cong tac
Y07.1,Do cha mẹ,By parent,cac hoi chung hanh ha khac | các hội chứng hành hạ khác | do cha me
Y07.2,Do người quen hay bạn,By acquaintance or friend,cac hoi chung hanh ha khac | các hội chứng hành hạ khác | do nguoi quen hay ban
Y07.3,Do công chức có thẩm quyền,By official authorities,cac hoi chung hanh ha khac | các hội chứng hành hạ khác | do cong chuc co tham quyen
Y07.8,"Do người khác, biết đặc điểm",By other specified persons,"cac hoi chung hanh ha khac | các hội chứng hành hạ khác | do nguoi khac, biet dac diem"
Y07.9,Do người không rõ đặc điểm,By unspecified person,cac hoi chung hanh ha khac | các hội chứng hành hạ khác | do nguoi khong ro dac diem
Y08,"Tấn công bằng phương tiện khác, biết đặc điểm",Assault by other specified means,"tan cong bang phuong tien khac, biet dac diem"
Y09,Tấn công bằng phương tiện khác không rõ đặc điểm,Assault by unspecified means,tan cong bang phuong tien khac khong ro dac diem
Y10,"Ngộ độc và phơi nhiễm thuốc giảm đau, hạ sốt, chống thấp không có thuốc phiện, không rõ ý đồ","Poisioning by and exposure to nonopinoid analgesics, antipyretics and antirheumatics, undetermined intent","ngo doc va phoi nhiem thuoc giam dau, ha sot, chong thap khong co thuoc phien, khong ro y do"
Y11,"Ngộ độc và phơi nhiễm thuốc chống động kinh, an thần-gây ngủ, chống parkinson và hướng thần, không được xếp loại ở chỗ khác, không rõ ý đồ","Poisioning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified and undetermined intent","ngo doc va phoi nhiem thuoc chong dong kinh, an than-gay ngu, chong parkinson va huong than, khong duoc xep loai o cho khac, khong ro y do"
Y12,"Ngộ độc và phơi nhiễm thuốc mê và thuốc làm hưng phấn tinh thần (sinh hoang tưởng) không xếp loại ở nơi khác, không rõ ý đồ","Poisioning by and exposure to narcotics and psychodisleptics (hallucinogens), not elsewhere classified and undetermined intent","ngo doc va phoi nhiem thuoc me va thuoc lam hung phan tinh than (sinh hoang tuong) khong xep loai o noi khac, khong ro y do"
Y13,Ngộ độc và phơi nhiễm các thuốc khác tác dụng trên hệ thần kinh tự động không rõ ý đồ,"Poisioning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent",ngo doc va phoi nhiem cac thuoc khac tac dung tren he than kinh tu dong khong ro y do
Y14,"Ngộ độc và phơi nhiễm thuốc , dược chất, sinh chất khác không rõ đặc điểm, không rõ ý đồ","Poisioning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent","ngo doc va phoi nhiem thuoc , duoc chat, sinh chat khac khong ro dac diem, khong ro y do"
Y15,"Ngộ độc và phơi nhiễm rượu, không rõ ý đồ","Poisioning by and exposure to alcohol, undetermined intent","ngo doc va phoi nhiem ruou, khong ro y do"
Y16,"Ngộ độc và phơi nhiễm chất dung môi hữu cơ và hologenat carbon và các chất hơi của chúng, không rõ ý đồ","Poisioning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent","ngo doc va phoi nhiem chat dung moi huu co va hologenat carbon va cac chat hoi cua chung, khong ro y do"
Y17,"Ngộ độc và phơi nhiễm các khí và hơi khác, không rõ ý đồ","Poisioning by and exposure to other gases and vapours, undetermined intent","ngo doc va phoi nhiem cac khi va hoi khac, khong ro y do"
Y18,"Ngộ độc và phơi nhiễm chất diệt súc vật, không rõ ý đồ","Poisioning by and exposure to pesticides, undetermined intent","ngo doc va phoi nhiem chat diet suc vat, khong ro y do"
Y19,"Ngộ độc và phơi nhiễm với hóa chất và chất có hại khác không rõ đặc điểm, không rõ ý đồ","Poisioning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent","ngo doc va phoi nhiem voi hoa chat va chat co hai khac khong ro dac diem, khong ro y do"
Y20,"Treo, làm nghẹt, làm ngạt thở, không rõ ý đồ","Hanging, strangulation and suffocation, undetermined intent","treo, lam nghet, lam ngat tho, khong ro y do"
Y21,"Ngã xuống nước, ngập nước, không rõ ý đồ","Drowning and submersion, undetermined intent","nga xuong nuoc, ngap nuoc, khong ro y do"
Y22,Đạn súng tay không rõ ý đồ,"Handgun discharge, undetermined intent",dan sung tay khong ro y do
Y23,"Đạn súng trường, súng ngắn và súng to hơn không rõ ý đồ","Rifle, shotgun and larger firearm discharge, undetermined intent","dan sung truong, sung ngan va sung to hon khong ro y do"
Y24,"Đạn súng khác và không rõ đặc điểm, không rõ ý đồ","Other and unspecified firearm discharge, undetermined intent","dan sung khac va khong ro dac diem, khong ro y do"
Y25,"Tiếp xúc chất nổ, không rõ ý đồ","Contact with explosive material, undetermined intent","tiep xuc chat no, khong ro y do"
Y26,"Phơi nhiễm khói, cháy và lửa, không rõ ý đồ","Exposure to smoke, fire, flames, undetermined intent","phoi nhiem khoi, chay va lua, khong ro y do"
Y27,"Phơi nhiễm hơi nước, hơi nước nóng và vật nóng, không rõ ý đồ","Contact with steam, hot vapours and hot objects, undetermined intent","phoi nhiem hoi nuoc, hoi nuoc nong va vat nong, khong ro y do"
Y28,"Tiếp xúc vật nhọn, sắc, không rõ ý đồ","Contact with sharp object, undetermined intent","tiep xuc vat nhon, sac, khong ro y do"
Y29,"Tiếp xúc vật tù, không rõ ý đồ","Contact with blunt object, undetermined intent","tiep xuc vat tu, khong ro y do"
Y30,"Ngã, nhảy hay bị đẩy từ một chỗ cao, không rõ ý đồ","Falling, jumping or pushed from a high place, undetermined intent","nga, nhay hay bi day tu mot cho cao, khong ro y do"
Y31,"Ngã, nằm hay chạy trước hay chạy vào vật đang chuyển động, không rõ ý đồ","Falling, or lying or running before or into moving object, undetermined intent","nga, nam hay chay truoc hay chay vao vat dang chuyen dong, khong ro y do"
Y32,Bị mô tô cán không rõ ý đồ,"Crashing of motor vehicle, undetermined intent",bi mo to can khong ro y do
Y33,"Các biến cố khác có biết rõ đặc điểm, không rõ ý đồ","Other specified events, undetermined intent","cac bien co khac co biet ro dac diem, khong ro y do"
Y34,"Biến cố không rõ đặc điểm, không rõ ý đồ","Unspecified events, undetermined intent","bien co khong ro dac diem, khong ro y do"
Y35,Can thiệp hợp pháp,Legal intervention,can thiep hop phap
Y35.0,Can thiệp hợp pháp liên quan đến đạn súng tay,Legal intervention involving firearm discharge,can thiep hop phap | can thiep hop phap lien quan den dan sung tay | can thiệp hợp pháp
Y35.1,Can thiệp hợp pháp liên quan đến chất nổ,Legal intervention involving explosives,can thiep hop phap | can thiep hop phap lien quan den chat no | can thiệp hợp pháp
Y35.2,Can thiệp hợp pháp liên quan đến khí,Legal intervention involving gas,can thiep hop phap | can thiep hop phap lien quan den khi | can thiệp hợp pháp
Y35.3,Can thiệp hợp pháp liên quan vật tầy,Legal intervention involving blunt objects,can thiep hop phap | can thiep hop phap lien quan vat tay | can thiệp hợp pháp
Y35.4,Can thiệp hợp pháp liên quan vật sắc nhọn,Legal intervention involving sharp objects,can thiep hop phap | can thiep hop phap lien quan vat sac nhon | can thiệp hợp pháp
Y35.5,Hành hình hợp pháp,Legal execution,can thiep hop phap | can thiệp hợp pháp | hanh hinh hop phap
Y35.6,Can thiệp hợp pháp liên quan các biện pháp khác có được biết rõ,Legal intervention involving other specified means,can thiep hop phap | can thiep hop phap lien quan cac bien phap khac co duoc biet ro | can thiệp hợp pháp
Y35.7,"Can thiệp hợp pháp, không biết rõ biện pháp","Legal intervention, means unspecified","can thiep hop phap | can thiep hop phap, khong biet ro bien phap | can thiệp hợp pháp"
Y36,Hành động trong chiến tranh,Operations of war,hanh dong trong chien tranh
Y36.0,Hoạt động chiến tranh do hỏa khí của lính thủy gây ra,War operations involving explosion of marine weapons,hanh dong trong chien tranh | hoat dong chien tranh do hoa khi cua linh thuy gay ra | hành động trong chiến tranh
Y36.1,Hoạt động chiến tranh liên quan đến phá hủy phương tiện bay,War operations involving destruction of aircraft,hanh dong trong chien tranh | hoat dong chien tranh lien quan den pha huy phuong tien bay | hành động trong chiến tranh
Y36.2,Hoạt động chiến tranh liên quan đến chất nổ và bom khác,War operations involving other explosions and fragments,hanh dong trong chien tranh | hoat dong chien tranh lien quan den chat no va bom khac | hành động trong chiến tranh
Y36.3,"Hành động chiến tranh liên quan cháy, cháy to và chất nóng","War operations involving fires, conflagrations and hot substances","hanh dong chien tranh lien quan chay, chay to va chat nong | hanh dong trong chien tranh | hành động trong chiến tranh"
Y36.4,Hành động chiến tranh liên quan đạn súng tay và các loại thông thường khác trong chiến tranh,War operations involving firearm discharge and other forms of conventional warfare,hanh dong chien tranh lien quan dan sung tay va cac loai thong thuong khac trong chien tranh | hanh dong trong chien tranh | hành động trong chiến tranh
Y36.5,Hoạt động chiến tranh liên quan vũ khí hạt nhân,War operations involving nuclear weapons,hanh dong trong chien tranh | hoat dong chien tranh lien quan vu khi hat nhan | hành động trong chiến tranh
Y36.6,Hoạt động chiến tranh liên quan vũ khí sinh học,War operations involving biological weapons,hanh dong trong chien tranh | hoat dong chien tranh lien quan vu khi sinh hoc | hành động trong chiến tranh
Y36.7,Hoạt động chiến tranh liên quan đến vũ khí hóa học và các vũ khí khác không theo qui ước chiến tranh,War operations involving chemical weapons and other forms of unconventional warfare,hanh dong trong chien tranh | hoat dong chien tranh lien quan den vu khi hoa hoc va cac vu khi khac khong theo qui uoc chien tranh | hành động trong chiến tranh
Y36.8,Hoạt động chiến tranh xẩy ra sau khi đã ngừng hận thù,War operations occurring after cessation of hostilities,hanh dong trong chien tranh | hoat dong chien tranh xay ra sau khi da ngung han thu | hành động trong chiến tranh
Y36.9,"Chiến tranh, không rõ đặc điểm","War operations, unspecified","chien tranh, khong ro dac diem | hanh dong trong chien tranh | hành động trong chiến tranh"
Y40,Kháng sinh toàn thân,Systemic antibiotics,khang sinh toan than
Y40.0,Penicillin,Penicillins,khang sinh toan than | kháng sinh toàn thân
Y40.1,Cefalosporin và các KS β - lactam khác,Cefalosporins and other beta-lactam antibiotics,cefalosporin va cac ks β - lactam khac | khang sinh toan than | kháng sinh toàn thân
Y40.2,Nhóm chloramphenicol,Chloramphenicol group,khang sinh toan than | kháng sinh toàn thân | nhom chloramphenicol
Y40.3,Macrolid,Macrolides,khang sinh toan than | kháng sinh toàn thân
Y40.4,Tetracyclin,Tetracyclines,khang sinh toan than | kháng sinh toàn thân
Y40.5,Aminoglycosid,Aminoglycosides,khang sinh toan than | kháng sinh toàn thân
Y40.6,Rifamycin,Rifamycins,khang sinh toan than | kháng sinh toàn thân
Y40.7,KS chống nấm dùng đường toàn thân,"Antifungal antibiotics, systemically used",khang sinh toan than | kháng sinh toàn thân | ks chong nam dung duong toan than
